timestamp,sender,message,message_length,date,year,month,hour,sentiment_polarity,sentiment_category,prev_sender,response_time,emojis,emoji_sentiment,conversation_cluster
2020-09-28 21:55:00,Aija❤️,Apdiya.. Seri seri,18,2020-09-28,2020,9,21,0.0,neutral,Daddyyy❤️,1.0,[],0.0,1
2020-09-28 21:55:00,Daddyyy❤️,Aval appa enakku anuppi irundhar,32,2020-09-28,2020,9,21,0.0,neutral,Aija❤️,0.0,[],0.0,2
2020-09-28 21:55:00,Aija❤️,Yaarum kaekala nu solu 🤣,24,2020-09-28,2020,9,21,0.0,neutral,Daddyyy❤️,0.0,['🤣'],0.5,2
2020-09-28 21:56:00,Daddyyy❤️,"Kethar, abinaya ellarum enna aananga",36,2020-09-28,2020,9,21,0.0,neutral,Aija❤️,1.0,[],0.0,2
2020-09-28 21:56:00,Aija❤️,Kethar apdae saamiyar kaari madhri apdae dhan suthitu iruku..,61,2020-09-28,2020,9,21,0.0,neutral,Daddyyy❤️,0.0,[],0.0,1
2020-09-28 21:56:00,Aija❤️,Abinaya oru veena pona thodanadungi pinadi suthikitu iruka,58,2020-09-28,2020,9,21,0.0,neutral,Aija❤️,0.0,[],0.0,2
2020-09-28 21:57:00,Daddyyy❤️,யார் அந்த thodaikari marthandam,31,2020-09-28,2020,9,21,0.0,neutral,Aija❤️,1.0,[],0.0,2
2020-09-28 21:57:00,Aija❤️,Hismath trivandrum la iruka.. But contact lae ila,49,2020-09-28,2020,9,21,0.0,neutral,Daddyyy❤️,0.0,[],0.0,4
2020-09-28 21:58:00,Daddyyy❤️,Inga bankla dharani sema udhaar udura... ellarum anga mokka piece ga.. adhanala ava thulra...,93,2020-09-28,2020,9,21,0.0,neutral,Aija❤️,1.0,[],0.0,1
2020-09-28 21:58:00,Aija❤️,Fb la paathu love panna.. Paeru Rajkumar Thiyagu.. Mechanical engg padichirukaan.. Ooru thanjavur.. Ipa edho chinna vaela paathuyu irukan Abu dhabi la.. I guess he returned to india,181,2020-09-28,2020,9,21,0.5,positive,Daddyyy❤️,0.0,[],0.0,1
2020-09-28 21:58:00,Aija❤️,Mkum.. Avalae sumaar dhan,25,2020-09-28,2020,9,21,0.0,neutral,Aija❤️,0.0,[],0.0,2
2020-09-28 21:59:00,Daddyyy❤️,Oh ho....seri seri,18,2020-09-28,2020,9,21,0.0,neutral,Aija❤️,1.0,[],0.0,1
2020-09-28 22:15:00,Aija❤️,Nandhini ku naethu seemandham,29,2020-09-28,2020,9,22,0.0,neutral,Daddyyy❤️,16.0,[],0.0,2
2020-09-28 22:38:00,Daddyyy❤️,So cute...,10,2020-09-28,2020,9,22,0.5,positive,Aija❤️,23.0,[],0.0,4
2020-09-28 22:38:00,Aija❤️,Aaamaaa.. Apdae appa madhriyae irukaan,38,2020-09-28,2020,9,22,0.0,neutral,Daddyyy❤️,0.0,[],0.0,2
2020-09-29 18:25:00,Daddyyy❤️,You send first 2 pages from top,31,2020-09-29,2020,9,18,0.375,positive,Aija❤️,1187.0,[],0.0,4
2020-09-29 18:25:00,A R A V I N D,Wait,4,2020-09-29,2020,9,18,0.0,neutral,Daddyyy❤️,0.0,[],0.0,0
2020-09-29 18:34:00,Aija❤️,Super paiya!! 😊,15,2020-09-29,2020,9,18,0.5208333333333333,positive,A R A V I N D,9.0,['😊'],0.8,0
2020-09-29 18:36:00,Aija❤️,Enoda cut off 175 mpc la 😆,26,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,2.0,['😆'],0.0,4
2020-09-29 18:37:00,A R A V I N D,175 Naa?,8,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,1.0,[],0.0,0
2020-09-29 18:38:00,Aija❤️,Total cut off marks,19,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,1.0,[],0.0,0
2020-09-29 18:39:00,A R A V I N D,Ipo enaku kedaikumaa?,21,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,1.0,[],0.0,1
2020-09-29 18:40:00,Aija❤️,Munji.. Naa unna vida kammi nu soldren,38,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,1.0,[],0.0,1
2020-09-29 18:40:00,A R A V I N D,Ohhoo 😂😂😂,9,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,0.0,"['😂', '😂', '😂']",0.5,2
2020-09-29 18:40:00,A R A V I N D,Cheri Cheri,11,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-09-29 18:40:00,Aija❤️,88.33 vachiruka.. Unaku ilamaya..,33,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,1
2020-09-29 18:40:00,Aija❤️,Enaiki councelling?,19,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,0.0,[],0.0,0
2020-09-29 18:41:00,Daddyyy❤️,🤔 how,5,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,1.0,['🤔'],0.0,0
2020-09-29 18:41:00,Aija❤️,Seri.. Paravala,15,2020-09-29,2020,9,18,0.0,neutral,Daddyyy❤️,0.0,[],0.0,0
2020-09-29 18:41:00,A R A V I N D,Adhu dhaan eduthupaanga,23,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,0.0,[],0.0,2
2020-09-29 18:41:00,Daddyyy❤️,Avan 82 thaan. Not 88.33 aija,29,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,4
2020-09-29 18:41:00,A R A V I N D,88.33 dhaan merit marks,23,2020-09-29,2020,9,18,0.0,neutral,Daddyyy❤️,0.0,[],0.0,4
2020-09-29 18:41:00,A R A V I N D,Maybe adhuku apro dhaan irukum,30,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-09-29 18:41:00,A R A V I N D,Therla.. allotment list release pannuvaanga nu nenakren,55,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-09-29 18:42:00,A R A V I N D,Nee vena paaruu there those who got more than me.. but merit marks less,71,2020-09-29,2020,9,18,0.1666666666666666,positive,A R A V I N D,1.0,[],0.0,1
2020-09-29 18:46:00,Daddyyy❤️,Ok da. U see satish and mohanraj rankings slowly,48,2020-09-29,2020,9,18,0.0999999999999999,positive,A R A V I N D,4.0,[],0.0,4
2020-09-29 18:48:00,A R A V I N D,Rendu Mohan Raj iruku,21,2020-09-29,2020,9,18,0.0,neutral,Daddyyy❤️,2.0,[],0.0,2
2020-09-29 18:49:00,A R A V I N D,Bday vum theryaadhu,19,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,1.0,[],0.0,2
2020-09-29 18:49:00,A R A V I N D,Sathish oda bday dhaan theryum,30,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-09-29 18:49:00,A R A V I N D,Adhu vechi dhan i found out,27,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-09-29 18:58:00,A R A V I N D,Krithik illa,12,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,9.0,[],0.0,0
2020-09-29 18:58:00,Aija❤️,Hrithik n abishek laam?,23,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-09-29 18:58:00,Daddyyy❤️,U find,6,2020-09-29,2020,9,18,0.0,neutral,Aija❤️,0.0,[],0.0,0
2020-09-29 18:58:00,A R A V I N D,Illayae,7,2020-09-29,2020,9,18,0.0,neutral,Daddyyy❤️,0.0,[],0.0,0
2020-09-29 18:58:00,Daddyyy❤️,Mohanraj S.,11,2020-09-29,2020,9,18,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-09-29 18:58:00,A R A V I N D,Irukaa?,7,2020-09-29,2020,9,18,0.0,neutral,Daddyyy❤️,0.0,[],0.0,2
2020-09-29 18:59:00,A R A V I N D,Abhi 54 rank,12,2020-09-29,2020,9,18,-0.8,negative,A R A V I N D,1.0,[],0.0,0
2020-09-29 19:06:00,Aija❤️,Sundaaa avan,12,2020-09-29,2020,9,19,0.0,neutral,A R A V I N D,7.0,[],0.0,2
2020-09-29 19:08:00,Aija❤️,Mohanraj S,10,2020-09-29,2020,9,19,0.0,neutral,Aija❤️,2.0,[],0.0,0
2020-09-29 19:57:00,A R A V I N D,Adhu avan dhaan epdi theryum?,29,2020-09-29,2020,9,19,0.0,neutral,Aija❤️,49.0,[],0.0,1
2020-09-29 20:05:00,Aija❤️,OBC/MSP naa ena,15,2020-09-29,2020,9,20,0.0,neutral,A R A V I N D,8.0,[],0.0,0
2020-09-29 20:05:00,Aija❤️,Adhu matum dhan mohanraj S.. Vera edhumae ila,45,2020-09-29,2020,9,20,0.0,neutral,Aija❤️,0.0,[],0.0,2
2020-09-29 20:45:00,Daddyyy❤️,Multi split personality😜,24,2020-09-29,2020,9,20,0.0,neutral,Aija❤️,40.0,['😜'],0.0,0
2020-09-29 20:47:00,Aija❤️,🤣🤣🤣🤣🤣🤣,6,2020-09-29,2020,9,20,0.0,neutral,Daddyyy❤️,2.0,"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣']",0.5,3
2020-09-30 08:13:00,Aija❤️,😒😒,2,2020-09-30,2020,9,8,0.0,neutral,Aija❤️,686.0,"['😒', '😒']",0.0,3
2020-10-01 18:07:00,Aija❤️,Leoni with dup leoni 🤣,22,2020-10-01,2020,10,18,0.0,neutral,Aija❤️,2034.0,['🤣'],0.5,2
2020-10-01 18:10:00,Daddyyy❤️,Hei..sooperabbu,15,2020-10-01,2020,10,18,0.0,neutral,Aija❤️,3.0,[],0.0,2
2020-10-02 08:41:00,A R A V I N D,Babbu kutty🤣🤣,13,2020-10-02,2020,10,8,0.0,neutral,Daddyyy❤️,871.0,"['🤣', '🤣']",0.5,3
2020-10-02 08:41:00,Aija❤️,Aamaaa.. Kutty babu,19,2020-10-02,2020,10,8,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-10-02 08:41:00,Aija❤️,Yen mandaila mudi ae ila 🤔,26,2020-10-02,2020,10,8,0.0,neutral,Aija❤️,0.0,['🤔'],0.0,2
2020-10-02 08:42:00,A R A V I N D,Mmmmm,5,2020-10-02,2020,10,8,0.0,neutral,Aija❤️,1.0,[],0.0,0
2020-10-02 08:42:00,Aija❤️,Mmmm ah.. Adhu ques..,21,2020-10-02,2020,10,8,0.0,neutral,A R A V I N D,0.0,[],0.0,1
2020-10-02 08:43:00,A R A V I N D,Idhu sogum,10,2020-10-02,2020,10,8,0.0,neutral,Aija❤️,1.0,[],0.0,2
2020-10-02 09:10:00,Aija❤️,Unaku ena da sogam..,20,2020-10-02,2020,10,9,0.0,neutral,A R A V I N D,27.0,[],0.0,1
2020-10-02 10:14:00,A R A V I N D,Babbu kutty nu sonnadhu dhaan naanu,35,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,64.0,[],0.0,2
2020-10-02 10:14:00,A R A V I N D,Naa illa adhu... Ammaa,22,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,0.0,[],0.0,1
2020-10-02 10:17:00,Aija❤️,Seri apo amma ku ena sogam,26,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,3.0,[],0.0,2
2020-10-02 10:19:00,A R A V I N D,Mudi illa la😂😂,14,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,2.0,"['😂', '😂']",0.5,2
2020-10-02 10:20:00,Aija❤️,Mudiyala 🤣,10,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,1.0,['🤣'],0.5,3
2020-10-02 10:20:00,A R A V I N D,😂😂😂,3,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,0.0,"['😂', '😂', '😂']",0.5,3
2020-10-02 10:20:00,Aija❤️,😆😆😆😆😆,5,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,0.0,"['😆', '😆', '😆', '😆', '😆']",0.0,3
2020-10-02 10:20:00,Aija❤️,Namba rendu paerum buttocks la adi vaanga porom 🤣,49,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,0.0,['🤣'],0.5,2
2020-10-02 10:23:00,A R A V I N D,Unakum serthu Naa dhaan vaanguvan,33,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,3.0,[],0.0,2
2020-10-02 10:23:00,A R A V I N D,😂🤣,2,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,0.0,"['😂', '🤣']",0.5,3
2020-10-02 10:24:00,Aija❤️,Vaaangiko 🥴,11,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,1.0,['🥴'],0.0,2
2020-10-02 10:30:00,Aija❤️,Nagatha vachi poraandi vachiruken,33,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,6.0,[],0.0,2
2020-10-02 10:30:00,Aija❤️,Thavaru.. Maams dhan enkita vaangum,35,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,0.0,[],0.0,1
2020-10-02 10:30:00,A R A V I N D,Dha paeee,9,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,0.0,[],0.0,0
2020-10-02 10:30:00,Aija❤️,🤗🤗,2,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,0.0,"['🤗', '🤗']",0.7,3
2020-10-02 10:30:00,A R A V I N D,Nee maamss kitta vaangiko😋😋🤪🤪,29,2020-10-02,2020,10,10,0.0,neutral,Aija❤️,0.0,"['😋', '😋', '🤪', '🤪']",0.25,2
2020-10-02 10:31:00,A R A V I N D,🤣🤣🤣,3,2020-10-02,2020,10,10,0.0,neutral,A R A V I N D,1.0,"['🤣', '🤣', '🤣']",0.5,3
2020-10-02 22:44:00,Aija❤️,@mom..,6,2020-10-02,2020,10,22,0.0,neutral,A R A V I N D,733.0,[],0.0,4
2020-10-02 22:44:00,Aija❤️,See how cute n clean that baby is,33,2020-10-02,2020,10,22,0.4333333333333333,positive,Aija❤️,0.0,[],0.0,4
2020-10-02 22:45:00,Aija❤️,https://instagram.com/lifewithshrads?igshid=zclkxtb8q2kj,56,2020-10-02,2020,10,22,0.0,neutral,Aija❤️,1.0,[],0.0,4
2020-10-05 02:26:00,Aija❤️,https://youtu.be/C7Dcs5h5gVI,28,2020-10-05,2020,10,2,0.0,neutral,Aija❤️,3101.0,[],0.0,4
2020-10-05 18:57:00,Aija❤️,https://collegedunia.com/university/25881-indian-institute-of-technology-madras-iitm-chennai/placement,102,2020-10-05,2020,10,18,0.0,neutral,Aija❤️,991.0,[],0.0,4
2020-10-05 18:58:00,Aija❤️,@aravind..  Idha paru,21,2020-10-05,2020,10,18,0.0,neutral,Aija❤️,1.0,[],0.0,4
2020-10-05 18:58:00,Aija❤️,Starting package ae 12+L,24,2020-10-05,2020,10,18,0.0,neutral,Aija❤️,0.0,[],0.0,0
2020-10-05 19:00:00,Aija❤️,518 seats in total for 10 departments,37,2020-10-05,2020,10,19,0.0,neutral,Aija❤️,2.0,[],0.0,0
2020-10-05 19:02:00,Aija❤️,https://www.uopeople.edu/blog/10-most-in-demand-degrees-in-2019/,64,2020-10-05,2020,10,19,0.0,neutral,Aija❤️,2.0,[],0.0,4
2020-10-06 19:50:00,Aija❤️,Yaaayyy.. Semmmmmmmmmiiiii boyyyyyy... Proud of you ❤❤❤❤❤❤❤❤,60,2020-10-06,2020,10,19,0.8,positive,Aija❤️,1488.0,"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",0.0,1
2020-10-06 19:51:00,Aija❤️,Sonna madhri.. Google CEO aaydu 😘,33,2020-10-06,2020,10,19,0.0,neutral,Aija❤️,1.0,['😘'],0.0,4
2020-10-06 19:53:00,Aija❤️,Kuda.. Andha meesa kaara paiyan yaaru,37,2020-10-06,2020,10,19,0.0,neutral,Aija❤️,2.0,[],0.0,1
2020-10-06 20:00:00,Daddyyy❤️,Avan attempt adichi indha varusham pass anavan...,49,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,7.0,[],0.0,1
2020-10-06 20:01:00,Aija❤️,Edhuuuu.. Avana poi aravind kuda nikka vachirukeenga 😳,54,2020-10-06,2020,10,20,0.0,neutral,Daddyyy❤️,1.0,['😳'],0.0,1
2020-10-06 20:01:00,Aija❤️,Stupid.. Idiot..,16,2020-10-06,2020,10,20,-0.8,negative,Aija❤️,0.0,[],0.0,1
2020-10-06 20:01:00,A R A V I N D,Yen?,4,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,0.0,[],0.0,0
2020-10-06 20:01:00,Daddyyy❤️,Tomorrow night we were called for dinner at aravindans hotel(hope cafe),71,2020-10-06,2020,10,20,0.0,neutral,A R A V I N D,0.0,[],0.0,4
2020-10-06 20:01:00,Aija❤️,Wow... 😍😍😍😍😍😍,13,2020-10-06,2020,10,20,0.1,positive,Daddyyy❤️,0.0,"['😍', '😍', '😍', '😍', '😍', '😍']",0.8000000000000002,1
2020-10-06 20:02:00,Aija❤️,Yen Abishek varala?,19,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,1.0,[],0.0,2
2020-10-06 20:02:00,Aija❤️,Mkum.. Idhula varutham vera,27,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,0.0,[],0.0,1
2020-10-06 20:02:00,Aija❤️,Ena yen.. Nee firstuu.. Avan lastuuu,36,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,0.0,[],0.0,1
2020-10-06 20:02:00,Daddyyy❤️,Ellam ore pizza noodles item aam.. enakku..sutham....😭,54,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,0.0,['😭'],-0.8,1
2020-10-06 20:02:00,A R A V I N D,First koopudraaraa nu paapom 😂😂🤣🤣,33,2020-10-06,2020,10,20,0.25,positive,Daddyyy❤️,0.0,"['😂', '😂', '🤣', '🤣']",0.5,2
2020-10-06 20:03:00,A R A V I N D,Avan ooruku went,16,2020-10-06,2020,10,20,0.0,neutral,A R A V I N D,1.0,[],0.0,2
2020-10-06 20:03:00,A R A V I N D,Karnataka,9,2020-10-06,2020,10,20,0.0,neutral,A R A V I N D,0.0,[],0.0,0
2020-10-06 20:04:00,Aija❤️,Ohhh hoo.. Seri paper la front page la photo poda sollu.. 😊,59,2020-10-06,2020,10,20,0.0,neutral,A R A V I N D,1.0,['😊'],0.8,1
2020-10-06 20:08:00,Aija❤️,Board la ya.. IIT la ya??,25,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,4.0,[],0.0,4
2020-10-06 20:11:00,A R A V I N D,Iit lusu,8,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,3.0,[],0.0,0
2020-10-06 20:11:00,A R A V I N D,Avan one year drop,18,2020-10-06,2020,10,20,0.0,neutral,A R A V I N D,0.0,[],0.0,0
2020-10-06 20:48:00,Aija❤️,Evlo marks n rank??,19,2020-10-06,2020,10,20,-0.8,negative,A R A V I N D,37.0,[],0.0,4
2020-10-06 20:49:00,Aija❤️,Ena therla.. Dubuku..,21,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,1.0,[],0.0,1
2020-10-06 20:49:00,A R A V I N D,Therla,6,2020-10-06,2020,10,20,0.0,neutral,Aija❤️,0.0,[],0.0,0
2020-10-06 20:50:00,Aija❤️,Kaetu therinjikradhu ila,24,2020-10-06,2020,10,20,0.0,neutral,A R A V I N D,1.0,[],0.0,2
2020-10-07 07:45:00,Aija❤️,Omg... Am so happpyyyy 😍😍😍😍😍😍😍😍😍😍,33,2020-10-07,2020,10,7,0.0,neutral,Aija❤️,655.0,"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",0.8,4
2020-10-07 08:32:00,Aija❤️,En frd Dharan Annadurai wish panirukaan,39,2020-10-07,2020,10,8,0.0,neutral,Aija❤️,47.0,[],0.0,2
2020-10-07 08:32:00,Aija❤️,Arvi.. Nee famous aayta da gunduuuu ❤❤❤❤❤❤,42,2020-10-07,2020,10,8,0.5,positive,Aija❤️,0.0,"['❤', '❤', '❤', '❤', '❤', '❤']",0.0,1
2020-10-07 08:35:00,Aija❤️,Andha paper post a nalla azhaga photo eduthu anupu paapom 😊,59,2020-10-07,2020,10,8,0.0,neutral,Aija❤️,3.0,['😊'],0.8,2
2020-10-07 09:47:00,Daddyyy❤️,"வாழ்த்துக்கள் அரவிந்த்,உன்னை பெற்றோருக்கும், கல்விகற்பித்த பள்ளிக்கும் பெருமைதேடி தந்துள்ளாய்,இனிவரும்காலங்களில் மேலும் பல அரிய, பெரிய, சாதனைகள் புரிந்து நம்நாட்டிற்கும் பெருமைசேர்க்க வேண்டும் என உளமாற வாழ்த்துகிறேன்.(இரா.வேல்முருகன், ஹரிணிடிரேடர்ஸ்)👑👑👑👑👑👑👑👑",258,2020-10-07,2020,10,9,0.0,neutral,Aija❤️,72.0,"['👑', '👑', '👑', '👑', '👑', '👑', '👑', '👑']",0.0,1
2020-10-07 10:31:00,Aija❤️,Mama kita naa soliten.. Neeyum solidu,37,2020-10-07,2020,10,10,0.0,neutral,Daddyyy❤️,44.0,[],0.0,1
2020-10-07 22:12:00,Aija❤️,Yaaayyyyy.. Super photos 😍😍,27,2020-10-07,2020,10,22,0.3333333333333333,positive,Aija❤️,701.0,"['😍', '😍']",0.8,4
2020-10-08 20:29:00,A R A V I N D,Aiioohhhh paavam avan,21,2020-10-08,2020,10,20,0.0,neutral,Aija❤️,1337.0,[],0.0,2
2020-10-10 08:25:00,Daddyyy❤️,செரியான காமெடி பீஸ் அவன்.,25,2020-10-10,2020,10,8,0.0,neutral,A R A V I N D,2156.0,[],0.0,2
2020-10-10 08:26:00,Aija❤️,Aaamaa.. Nalla thalaiyaati bomma madhri,39,2020-10-10,2020,10,8,0.0,neutral,Daddyyy❤️,1.0,[],0.0,2
2020-10-10 08:26:00,Aija❤️,Oru kaili..,11,2020-10-10,2020,10,8,0.0,neutral,Aija❤️,0.0,[],0.0,1
2020-10-10 08:27:00,Aija❤️,Vomited 3 times today.. Totally exhausted 😏,43,2020-10-10,2020,10,8,-0.4,negative,Aija❤️,1.0,['😏'],0.0,4
2020-10-10 09:13:00,Daddyyy❤️,Take care take rest..😟,22,2020-10-10,2020,10,9,0.0,neutral,Aija❤️,46.0,['😟'],0.0,1
2020-10-10 09:13:00,Aija❤️,Modhala un dp maathu..,22,2020-10-10,2020,10,9,0.0,neutral,Daddyyy❤️,0.0,[],0.0,1
2020-10-10 09:14:00,Aija❤️,Mangala iruku.. Also.. Sogama iruku..,37,2020-10-10,2020,10,9,0.0,neutral,Aija❤️,1.0,[],0.0,1
2020-10-10 09:14:00,A R A V I N D,🤣🤣🤣,3,2020-10-10,2020,10,9,0.0,neutral,Aija❤️,0.0,"['🤣', '🤣', '🤣']",0.5,3
2020-10-10 09:14:00,Aija❤️,Ena dha sirippu,15,2020-10-10,2020,10,9,0.0,neutral,A R A V I N D,0.0,[],0.0,2
2020-10-10 09:15:00,A R A V I N D,Naanum adhaan sonnan... Naethu,30,2020-10-10,2020,10,9,0.0,neutral,Aija❤️,1.0,[],0.0,1
2020-10-10 09:15:00,Aija❤️,Pinchuuu 🙌🏻,11,2020-10-10,2020,10,9,0.0,neutral,A R A V I N D,0.0,"['🙌', '🏻']",0.0,2
2020-10-10 09:15:00,Aija❤️,Nalla gambeerama oru photo vei,30,2020-10-10,2020,10,9,0.0,neutral,Aija❤️,0.0,[],0.0,2
2020-10-11 21:30:00,Aija❤️,Super.. Handsome boy 😍,22,2020-10-11,2020,10,21,0.4166666666666666,positive,Aija❤️,2175.0,['😍'],0.8,1
2020-10-11 21:32:00,Aija❤️,Kaarai 😊,8,2020-10-11,2020,10,21,0.0,neutral,Aija❤️,2.0,['😊'],0.8,3
2020-10-11 21:54:00,Daddyyy❤️,Today we go to Rajendras and took a shirt for me and two shirts for arvi.😁,74,2020-10-11,2020,10,21,0.0,neutral,Aija❤️,22.0,['😁'],0.0,4
2020-10-11 21:54:00,Daddyyy❤️,Then go to lunch at kaarai,26,2020-10-11,2020,10,21,0.0,neutral,Daddyyy❤️,0.0,[],0.0,4
2020-10-11 21:54:00,Daddyyy❤️,Thats all,9,2020-10-11,2020,10,21,0.0,neutral,Daddyyy❤️,0.0,[],0.0,4
2020-10-11 22:32:00,Aija❤️,Enaku 😭😭😭😭😭😭,12,2020-10-11,2020,10,22,0.0,neutral,Daddyyy❤️,38.0,"['😭', '😭', '😭', '😭', '😭', '😭']",-0.8000000000000002,2
2020-10-11 22:36:00,Aija❤️,Enaku 😭😭😭😭😭😭😭😭😭,15,2020-10-11,2020,10,22,0.0,neutral,Aija❤️,4.0,"['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']",-0.8,2
2020-10-11 22:36:00,Aija❤️,Anyhow.. I cant eat now.. 😩😩😩😩,30,2020-10-11,2020,10,22,0.0,neutral,Aija❤️,0.0,"['😩', '😩', '😩', '😩']",0.0,4
